order_id,F1_XGB,F1_BERT,F1_diff(BERT-XGB),True_size,XGB_pred_size,BERT_pred_size
527911,1.0,1.0,0.0,5,5,5
443046,0.6666666666666666,0.625,-0.04166666666666663,5,10,11
1019166,0.5384615384615385,0.6470588235294118,0.10859728506787325,11,15,23
1813321,0.8,0.8,0.0,2,3,3
1353870,0.6153846153846153,0.6153846153846153,0.0,8,18,18
1941836,0.6,0.6,0.0,3,7,7
562907,1.0,1.0,0.0,11,11,11
322833,0.4444444444444445,0.3636363636363636,-0.08080808080808088,4,14,18
2064601,0.888888888888889,0.888888888888889,0.0,8,10,10
1260789,0.75,0.888888888888889,0.13888888888888895,4,4,5
385889,0.8666666666666666,0.8666666666666666,0.0,13,17,17
3133916,1.0,1.0,0.0,2,2,2
1228233,0.7999999999999999,0.7916666666666666,-0.008333333333333304,19,26,29
490973,0.7499999999999999,0.7499999999999999,0.0,3,5,5
2800968,1.0,1.0,0.0,6,6,6
2418266,1.0,1.0,0.0,1,1,1
2591551,1.0,1.0,0.0,4,4,4
2673442,0.8695652173913044,0.8695652173913044,0.0,10,13,13
663971,0.6666666666666666,0.6666666666666666,0.0,5,10,10
2322852,0.7142857142857143,0.7142857142857143,0.0,10,18,18
2736175,0.4444444444444445,0.4444444444444445,0.0,2,7,7
3126337,1.0,1.0,0.0,3,3,3
613449,0.9090909090909091,0.9090909090909091,0.0,5,6,6
1593105,0.8571428571428571,1.0,0.1428571428571429,4,3,4
2452605,1.0,1.0,0.0,4,4,4
2513408,0.8275862068965518,0.9090909090909091,0.08150470219435724,15,14,18
23153,0.5454545454545454,0.5454545454545454,0.0,3,8,8
2668283,0.4444444444444445,0.4444444444444445,0.0,2,7,7
1139416,0.8571428571428571,0.8571428571428571,0.0,15,20,20
244336,0.85,0.85,0.0,17,23,23
3079928,1.0,1.0,0.0,1,1,1
1558399,0.8461538461538461,0.9333333333333333,0.0871794871794872,14,12,16
2554617,0.7499999999999999,0.7499999999999999,0.0,3,5,5
2849949,1.0,1.0,0.0,7,7,7
1892195,0.8571428571428571,0.8571428571428571,0.0,3,4,4
